2017-09-19T20:29:26.247625+00:00 app[web.1]:  2017-09-19 20:29:26,247 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@105189a]
2017-09-19T20:30:24.193111+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterChainProxy - /authorize at position 13 of 15 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2017-09-19T20:30:24.193149+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterChainProxy - /authorize at position 14 of 15 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2017-09-19T20:30:24.193538+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/authorize'; against '/authorize'
2017-09-19T20:30:24.193585+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /authorize; Attributes: [#oauth2.throwOnError(hasRole('ROLE_USER'))]
2017-09-19T20:30:24.193604+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterSecurityInterceptor - Previously Authenticated: org.mitre.openid.connect.model.PhoneNumberAuthenticationToken@d0a82bcb: Principal: 1313; Credentials: [PROTECTED]; Authenticated: true; Details: null; Granted Authorities: ROLE_USER
2017-09-19T20:30:24.193865+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@498399df, returned: 1
2017-09-19T20:30:24.193868+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterSecurityInterceptor - Authorization successful
2017-09-19T20:30:24.193869+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterSecurityInterceptor - RunAsManager did not change Authentication object
2017-09-19T20:30:24.193896+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterChainProxy - /authorize at position 15 of 15 in additional filter chain; firing Filter: 'OtpValidationFilter'
2017-09-19T20:30:24.193935+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] FilterChainProxy - /authorize reached end of additional filter chain; proceeding with original chain
2017-09-19T20:30:24.193986+00:00 app[web.1]:  2017-09-19 20:30:24,193 [DEBUG ] DispatcherServlet - DispatcherServlet with name 'spring' processing POST request for [/authorize]
2017-09-19T20:30:24.194072+00:00 app[web.1]:  2017-09-19 20:30:24,194 [DEBUG ] RequestMappingHandlerMapping - Looking up handler method for path /authorize
2017-09-19T20:30:24.203422+00:00 app[web.1]:  2017-09-19 20:30:24,203 [DEBUG ] RequestMappingHandlerMapping - Did not find handler method for [/authorize]
2017-09-19T20:30:24.205969+00:00 app[web.1]:  2017-09-19 20:30:24,203 [DEBUG ] FrameworkEndpointHandlerMapping - Looking up handler method for path /authorize
2017-09-19T20:30:24.209436+00:00 app[web.1]:  2017-09-19 20:30:24,209 [DEBUG ] FrameworkEndpointHandlerMapping - Returning handler method [public org.springframework.web.servlet.View org.springframework.security.oauth2.provider.endpoint.AuthorizationEndpoint.approveOrDeny(java.util.Map<java.lang.String, java.lang.String>,java.util.Map<java.lang.String, ?>,org.springframework.web.bind.support.SessionStatus,java.security.Principal)]
2017-09-19T20:30:24.209534+00:00 app[web.1]:  2017-09-19 20:30:24,209 [INFO  ] UserInfoInterceptor - Authenifcation org.mitre.openid.connect.model.PhoneNumberAuthenticationToken LOA_2 ,true1313null
2017-09-19T20:30:24.209689+00:00 app[web.1]:  2017-09-19 20:30:24,209 [DEBUG ] SharedEntityManagerCreator$SharedEntityManagerInvocationHandler - Creating new EntityManager for shared EntityManager invocation
2017-09-19T20:30:24.212792+00:00 app[web.1]:  2017-09-19 20:30:24,212 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.216246+00:00 app[web.1]:  2017-09-19 20:30:24,216 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.216313+00:00 app[web.1]:  2017-09-19 20:30:24,216 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@408bd10d] for JPA transaction
2017-09-19T20:30:24.216427+00:00 app[web.1]:  2017-09-19 20:30:24,216 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@400cca1e]
2017-09-19T20:30:24.230106+00:00 app[web.1]:  2017-09-19 20:30:24,230 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.230112+00:00 app[web.1]:  2017-09-19 20:30:24,230 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@408bd10d]
2017-09-19T20:30:24.232079+00:00 app[web.1]:  2017-09-19 20:30:24,232 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.232227+00:00 app[web.1]:  2017-09-19 20:30:24,232 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@408bd10d] after transaction
2017-09-19T20:30:24.232258+00:00 app[web.1]:  2017-09-19 20:30:24,232 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.232618+00:00 app[web.1]:  2017-09-19 20:30:24,232 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.232681+00:00 app[web.1]:  2017-09-19 20:30:24,232 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@31f4cd10] for JPA transaction
2017-09-19T20:30:24.232885+00:00 app[web.1]:  2017-09-19 20:30:24,232 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@170ebd0a]
2017-09-19T20:30:24.234357+00:00 app[web.1]:  2017-09-19 20:30:24,234 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.234381+00:00 app[web.1]:  2017-09-19 20:30:24,234 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@31f4cd10]
2017-09-19T20:30:24.235333+00:00 app[web.1]:  2017-09-19 20:30:24,235 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.235390+00:00 app[web.1]:  2017-09-19 20:30:24,235 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@31f4cd10] after transaction
2017-09-19T20:30:24.235399+00:00 app[web.1]:  2017-09-19 20:30:24,235 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.235512+00:00 app[web.1]:  2017-09-19 20:30:24,235 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.235557+00:00 app[web.1]:  2017-09-19 20:30:24,235 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@3316fbdf] for JPA transaction
2017-09-19T20:30:24.235639+00:00 app[web.1]:  2017-09-19 20:30:24,235 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@5192e65a]
2017-09-19T20:30:24.236831+00:00 app[web.1]:  2017-09-19 20:30:24,236 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.236862+00:00 app[web.1]:  2017-09-19 20:30:24,236 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@3316fbdf]
2017-09-19T20:30:24.237710+00:00 app[web.1]:  2017-09-19 20:30:24,237 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.237772+00:00 app[web.1]:  2017-09-19 20:30:24,237 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@3316fbdf] after transaction
2017-09-19T20:30:24.237773+00:00 app[web.1]:  2017-09-19 20:30:24,237 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.237879+00:00 app[web.1]:  2017-09-19 20:30:24,237 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.237916+00:00 app[web.1]:  2017-09-19 20:30:24,237 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4f902b22] for JPA transaction
2017-09-19T20:30:24.238023+00:00 app[web.1]:  2017-09-19 20:30:24,237 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@976b4bc]
2017-09-19T20:30:24.239167+00:00 app[web.1]:  2017-09-19 20:30:24,239 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.239200+00:00 app[web.1]:  2017-09-19 20:30:24,239 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4f902b22]
2017-09-19T20:30:24.240101+00:00 app[web.1]:  2017-09-19 20:30:24,240 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.240199+00:00 app[web.1]:  2017-09-19 20:30:24,240 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4f902b22] after transaction
2017-09-19T20:30:24.240229+00:00 app[web.1]:  2017-09-19 20:30:24,240 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.240368+00:00 app[web.1]:  2017-09-19 20:30:24,240 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.240419+00:00 app[web.1]:  2017-09-19 20:30:24,240 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@cc132ef] for JPA transaction
2017-09-19T20:30:24.240484+00:00 app[web.1]:  2017-09-19 20:30:24,240 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@30aea49f]
2017-09-19T20:30:24.241796+00:00 app[web.1]:  2017-09-19 20:30:24,241 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.241834+00:00 app[web.1]:  2017-09-19 20:30:24,241 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@cc132ef]
2017-09-19T20:30:24.242714+00:00 app[web.1]:  2017-09-19 20:30:24,242 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.242821+00:00 app[web.1]:  2017-09-19 20:30:24,242 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@cc132ef] after transaction
2017-09-19T20:30:24.242823+00:00 app[web.1]:  2017-09-19 20:30:24,242 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.242946+00:00 app[web.1]:  2017-09-19 20:30:24,242 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.243004+00:00 app[web.1]:  2017-09-19 20:30:24,242 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7beff83e] for JPA transaction
2017-09-19T20:30:24.243088+00:00 app[web.1]:  2017-09-19 20:30:24,243 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@3e203180]
2017-09-19T20:30:24.244440+00:00 app[web.1]:  2017-09-19 20:30:24,244 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.244443+00:00 app[web.1]:  2017-09-19 20:30:24,244 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7beff83e]
2017-09-19T20:30:24.245366+00:00 app[web.1]:  2017-09-19 20:30:24,245 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.245509+00:00 app[web.1]:  2017-09-19 20:30:24,245 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7beff83e] after transaction
2017-09-19T20:30:24.245511+00:00 app[web.1]:  2017-09-19 20:30:24,245 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.245671+00:00 app[web.1]:  2017-09-19 20:30:24,245 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.245700+00:00 app[web.1]:  2017-09-19 20:30:24,245 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@77627440] for JPA transaction
2017-09-19T20:30:24.245753+00:00 app[web.1]:  2017-09-19 20:30:24,245 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@4871f71d]
2017-09-19T20:30:24.247011+00:00 app[web.1]:  2017-09-19 20:30:24,246 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.247046+00:00 app[web.1]:  2017-09-19 20:30:24,247 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@77627440]
2017-09-19T20:30:24.247899+00:00 app[web.1]:  2017-09-19 20:30:24,247 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.248048+00:00 app[web.1]:  2017-09-19 20:30:24,248 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@77627440] after transaction
2017-09-19T20:30:24.248086+00:00 app[web.1]:  2017-09-19 20:30:24,248 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.248203+00:00 app[web.1]:  2017-09-19 20:30:24,248 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.248258+00:00 app[web.1]:  2017-09-19 20:30:24,248 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4e48cbed] for JPA transaction
2017-09-19T20:30:24.248376+00:00 app[web.1]:  2017-09-19 20:30:24,248 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@9460426]
2017-09-19T20:30:24.250270+00:00 app[web.1]:  2017-09-19 20:30:24,250 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.250309+00:00 app[web.1]:  2017-09-19 20:30:24,250 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4e48cbed]
2017-09-19T20:30:24.251206+00:00 app[web.1]:  2017-09-19 20:30:24,251 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.251328+00:00 app[web.1]:  2017-09-19 20:30:24,251 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4e48cbed] after transaction
2017-09-19T20:30:24.251349+00:00 app[web.1]:  2017-09-19 20:30:24,251 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.251459+00:00 app[web.1]:  2017-09-19 20:30:24,251 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.251537+00:00 app[web.1]:  2017-09-19 20:30:24,251 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7843fc1c] for JPA transaction
2017-09-19T20:30:24.251618+00:00 app[web.1]:  2017-09-19 20:30:24,251 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@411da006]
2017-09-19T20:30:24.252835+00:00 app[web.1]:  2017-09-19 20:30:24,252 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:24.252873+00:00 app[web.1]:  2017-09-19 20:30:24,252 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7843fc1c]
2017-09-19T20:30:24.253746+00:00 app[web.1]:  2017-09-19 20:30:24,253 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:24.253833+00:00 app[web.1]:  2017-09-19 20:30:24,253 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7843fc1c] after transaction
2017-09-19T20:30:24.253837+00:00 app[web.1]:  2017-09-19 20:30:24,253 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:24.254013+00:00 app[web.1]:  2017-09-19 20:30:24,253 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:24.254052+00:00 app[web.1]:  2017-09-19 20:30:24,254 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@6441622c] for JPA transaction
